Timestamp,Air Temperature (IW),Relative Humidity (IW),Soil Moisture (IW),Soil Temperature (IW),Berry Temperature
2025-08-08 23:30:00,16.6,0.510333333333333,9.93333333333333,20.3,15.78
2025-08-08 23:45:00,16.2,0.532333333333333,9.91666666666667,20.1666666666667,14.9472222222222
2025-08-09 00:00:00,15.7666666666667,0.548,9.91666666666667,20,14.5806111111111
2025-08-09 00:15:00,15.25,0.568,9.885,19.7,14.1441666666667
2025-08-09 00:30:00,15.225,0.5745,9.8825,19.65,14.4830555555556
2025-08-09 00:45:00,15.2,0.581,9.88,19.6,14.7056666666667
2025-08-09 01:00:00,15.2333333333333,0.579,9.88,19.4666666666667,14.361
2025-08-09 01:15:00,15.15,0.631,9.86,19.4,14.0873333333333
2025-08-09 01:30:00,15.1,0.61,9.86,19.5,14.216
2025-08-09 01:45:00,15.3333333333333,0.636666666666667,9.85666666666667,19.4666666666667,14.7143333333333
2025-08-09 02:00:00,15.45,0.6645,9.84,19.35,14.328
2025-08-09 02:15:00,15.3,0.644,9.83,19.3,14.7713888888889
2025-08-09 02:30:00,16.1,0.611333333333333,9.83333333333333,19.3,15.0183333333333
2025-08-09 02:45:00,15.95,0.624,9.85,19.2,14.2815
2025-08-09 03:00:00,15.125,0.621,9.82,18.75,13.6666666666667
2025-08-09 03:15:00,14.3,0.618,9.79,18.3,13.0647222222222
2025-08-09 03:30:00,13.9,0.683,9.8,18.1,12.1576666666667
2025-08-09 03:45:00,12.9666666666667,0.67,9.74,17.8,11.489
2025-08-09 04:00:00,12.4,0.678,9.73,17.5,11.4903333333333
2025-08-09 04:15:00,12.1333333333333,0.676666666666667,9.76,17.3,10.8916666666667
2025-08-09 04:30:00,11.6666666666667,0.690333333333333,9.74333333333333,17.1,10.3330555555556
2025-08-09 04:45:00,10.8,0.699,9.7,16.7,9.46777777777778
2025-08-09 05:00:00,10.5333333333333,0.688666666666667,9.71,16.6,10.0679444444444
2025-08-09 05:15:00,10.65,0.684,9.69,16.45,10.1197222222222
2025-08-09 05:30:00,10.6333333333333,0.681666666666667,9.69,16.2666666666667,9.94477777777778
2025-08-09 05:45:00,10.5,0.6825,9.665,16.1,9.92933333333333
2025-08-09 06:00:00,10.6,0.6825,9.68,16.1,10.2255
2025-08-09 06:15:00,11.2,0.672666666666667,9.69,16.0333333333333,10.84
2025-08-09 06:30:00,12.45,0.6735,9.67,16.1,10.8653333333333
2025-08-09 06:45:00,13.2,0.6735,9.67,16.15,11.0225
2025-08-09 07:00:00,13.7,0.688,9.67,16.3,12.1843333333333
2025-08-09 07:15:00,16.8666666666667,0.669666666666667,9.71,16.8,13.7919444444444
2025-08-09 07:30:00,18.9,0.612,9.69,17.1,15.2766666666667
2025-08-09 07:45:00,21.5,0.49,9.72,17.8,17.0683333333333
2025-08-09 08:00:00,22.9666666666667,0.446666666666667,9.73333333333333,18.3,18.7466666666667
2025-08-09 08:15:00,23.2666666666667,0.424,9.72,18.7,19.5363888888889
2025-08-09 08:30:00,22.9,0.469,9.72,18.9,20.1328888888889
2025-08-09 08:45:00,23.7,0.4435,9.7,19.55,20.5122222222222
2025-08-09 09:00:00,23.7666666666667,0.433333333333333,9.72666666666667,19.9,21.1951666666667
2025-08-09 09:15:00,24.1,0.395333333333333,9.83666666666667,21.4333333333333,21.79
2025-08-09 09:30:00,24.3666666666667,0.392,9.88,24.1666666666667,22.4266666666667
2025-08-09 09:45:00,25.15,0.386,9.95,26.55,22.9833333333333
2025-08-09 10:00:00,26.1333333333333,0.361666666666667,9.99,28.6666666666667,23.77
2025-08-09 10:15:00,26.45,0.354,10.06,30.6,24.2146666666667
2025-08-09 10:30:00,27.45,0.3155,10.095,32.3,25.0326666666667
2025-08-09 10:45:00,28.1,0.3075,10.12,33.85,25.818
2025-08-09 11:00:00,28.6,0.33,10.13,35.5,26.5303333333333
2025-08-09 11:15:00,28.65,0.3325,10.165,36.35,26.5606666666667
2025-08-09 11:30:00,28.7333333333333,0.297666666666667,10.17,37.0666666666667,26.7786666666667
2025-08-09 11:45:00,28.7,0.307,10.1766666666667,37.3333333333333,27.1073333333333
2025-08-09 12:00:00,28.8,0.299,10.0766666666667,35.6,27.6333333333333
2025-08-09 12:15:00,28.9,0.309,10.01,34.1666666666667,27.794
2025-08-09 12:30:00,29.5,0.284,9.855,32.4,28.8138333333333
2025-08-09 12:45:00,29.9333333333333,0.273666666666667,9.81,31,29.0221666666667
2025-08-09 13:00:00,30.0333333333333,0.272666666666667,9.73666666666667,30.1,29.5893333333333
2025-08-09 13:15:00,30.7,0.258,9.71,29.6,32.4433333333333
2025-08-09 13:30:00,31.0333333333333,0.268666666666667,9.72333333333333,29.5,34.1321666666667
2025-08-09 13:45:00,31.7,0.241,9.82,30.9,36.2933333333333
2025-08-09 14:00:00,31.6,0.258,9.91,33.5666666666667,34.7828333333333
2025-08-09 14:15:00,31.6333333333333,0.265,10.02,36.6333333333333,34.9473333333333
2025-08-09 14:30:00,32.1,0.2585,10.08,38.35,36.392
2025-08-09 14:45:00,32.55,0.2495,10.06,39.5,35.594
2025-08-09 15:00:00,32.1,0.263,10.09,40.3,35.2953333333333
2025-08-09 15:15:00,32.7,0.2685,10.09,40.85,36.454
2025-08-09 15:30:00,33.6,0.277,10.07,41.1,37.2666666666667
2025-08-09 15:45:00,33.7,0.245,10.07,41.4,36.1715
2025-08-09 16:00:00,33.35,0.259,9.99,40,36.0173333333333
2025-08-09 16:15:00,33.2666666666667,0.255,9.98333333333333,39.5666666666667,35.568
2025-08-09 16:30:00,33.9,0.257333333333333,9.98,39.7333333333333,37.1105
2025-08-09 16:45:00,34.3666666666667,0.230666666666667,9.96333333333333,40,36.6726666666667
2025-08-09 17:00:00,33.85,0.249,9.92,39.6,36.626
2025-08-09 17:15:00,34.4,0.226,9.87,39.3,37.342
2025-08-09 17:30:00,34.7,0.235,9.75,37,37.127
2025-08-09 17:45:00,34.5,0.231666666666667,9.64,35.3,36.0573333333333
2025-08-09 18:00:00,33.65,0.24,9.61,34.05,35.516
2025-08-09 18:15:00,32.8666666666667,0.262,9.55,33.1,32.3213333333333
2025-08-09 18:30:00,31.8666666666667,0.294666666666667,9.53333333333333,32.2,29.6646666666667
2025-08-09 18:45:00,32.45,0.2665,9.485,31.55,29.6661666666667
2025-08-09 19:00:00,32.3666666666667,0.398333333333333,9.46,30.8,29.2013333333333
2025-08-09 19:15:00,32.8,0.416666666666667,9.42333333333333,30.3666666666667,27.036
2025-08-09 19:30:00,32.6,0.41,9.43,29.7,25.6913333333333
2025-08-09 19:45:00,31,0.420333333333333,9.39666666666667,28.8,23.6358333333333
2025-08-09 20:00:00,27.7,0.451,9.34666666666667,27.9,21.07
2025-08-09 20:15:00,24.2333333333333,0.525,9.29666666666667,27,19.186
2025-08-09 20:30:00,21.8,0.553,9.28,26.1666666666667,18.3153333333333
2025-08-09 20:45:00,20.85,0.5445,9.275,25.6333333333333,18.5846666666667
2025-08-09 21:00:00,19.9,0.536,9.27,25.1,18.9742222222222
2025-08-09 21:15:00,19.85,0.5205,9.305,24.45,18.9608888888889
2025-08-09 21:30:00,19.8,0.515,9.27,24.3,18.86875
2025-08-09 21:45:00,19.65,0.5015,9.29,23.9,19.0477777777778
2025-08-09 22:00:00,19.75,0.494,9.26,23.6,19.1333333333333
2025-08-09 22:15:00,19.75,0.4835,9.3,23.35,19.0755555555556
2025-08-09 22:30:00,19.5,0.491333333333333,9.29,23.0666666666667,18.8283333333333
2025-08-09 22:45:00,19.3,0.495,9.24,22.9,18.6566666666667
2025-08-09 23:00:00,19.05,0.4995,9.235,22.55,18.5077777777778
2025-08-09 23:15:00,18.8666666666667,0.505,9.20666666666667,22.3,18.3722222222222
2025-08-09 23:30:00,18.8,0.4995,9.2,22.1,18.5025
2025-08-09 23:45:00,18.8,0.5015,9.22,21.95,18.4183333333333
2025-08-10 00:00:00,18.7666666666667,0.508666666666667,9.23,21.7666666666667,18.2641666666667
2025-08-10 00:15:00,18.6333333333333,0.505333333333333,9.22333333333333,21.6333333333333,18.0694444444444
2025-08-10 00:30:00,18.5,0.5125,9.21,21.45,17.8366666666667
2025-08-10 00:45:00,18.4,0.527666666666667,9.19666666666667,21.2666666666667,17.4508333333333
2025-08-10 01:00:00,18.1,0.540666666666667,9.2,21,16.7133333333333
2025-08-10 01:15:00,17.6666666666667,0.562333333333333,9.19666666666667,20.8333333333333,16.9741666666667
2025-08-10 01:30:00,17.4,0.583,9.18,20.6,16.4011111111111
2025-08-10 01:45:00,17,0.618,9.13333333333333,20.5,14.8269444444444
2025-08-10 02:00:00,16.1,0.6485,9.155,20.25,13.8755555555556
2025-08-10 02:15:00,15.0333333333333,0.667333333333333,9.13333333333333,19.9,13.6283333333333
2025-08-10 02:30:00,14.9,0.655,9.125,19.55,13.9811111111111
2025-08-10 02:45:00,14.8666666666667,0.655666666666667,9.12,19.4333333333333,13.8948333333333
2025-08-10 03:00:00,14.55,0.6785,9.09,19.25,13.5961111111111
2025-08-10 03:15:00,14.4,0.686,9.09,19.2,12.9606666666667
2025-08-10 03:30:00,13.7333333333333,0.691333333333333,9.08333333333333,18.8666666666667,12.5158333333333
2025-08-10 03:45:00,13.5,0.695,9.07,18.8,11.9241666666667
2025-08-10 04:00:00,12.85,0.693,9.035,18.5,11.7525
2025-08-10 04:15:00,12.4,0.693,9.03,18.3,11.5477777777778
2025-08-10 04:30:00,12.15,0.6995,9.035,18.15,11.4488888888889
2025-08-10 04:45:00,12.1,0.690666666666667,9.04666666666667,18,11.4661666666667
2025-08-10 05:00:00,11.95,0.703,9.05,17.85,10.9975
2025-08-10 05:15:00,11.8,0.727,9,17.7,11.0758333333333
2025-08-10 05:30:00,11.8,0.710333333333333,9.02333333333333,17.5333333333333,11.2876666666667
2025-08-10 05:45:00,11.8,0.7305,8.98,17.4,10.9844444444444
2025-08-10 06:00:00,11.8333333333333,0.740666666666667,9.02,17.3,11.1778333333333
2025-08-10 06:15:00,12.8888888888889,0.718111111111111,9.03,17.3833333333333,11.8002777777778
2025-08-10 06:30:00,13.9444444444444,0.695555555555556,9.04,17.4666666666667,12.6591666666667
2025-08-10 06:45:00,15,0.673,9.05,17.55,13.4795
2025-08-10 07:00:00,17.4333333333333,0.5855,9.05166666666667,17.8916666666667,14.6885
2025-08-10 07:15:00,19.8666666666667,0.498,9.05333333333333,18.2333333333333,17.5588888888889
2025-08-10 07:30:00,21.2,0.545,9.09,18.8,19.3391666666667
2025-08-10 07:45:00,22.25,0.524,9.075,19.2,20.1618333333333
2025-08-10 08:00:00,23.1,0.510666666666667,9.08,19.7666666666667,20.4968333333333
2025-08-10 08:15:00,23.3333333333333,0.506666666666667,9.07,20.2,20.9376666666667
2025-08-10 08:30:00,23.6,0.484,9.06,20.55,21.3565
2025-08-10 08:45:00,24.1,0.473666666666667,9.04333333333333,21.0666666666667,21.9375
2025-08-10 09:00:00,24.55,0.469,9.05,21.55,22.6006666666667
2025-08-10 09:15:00,25.05,0.459,9.145,23.35,23.2206666666667
2025-08-10 09:30:00,25.5666666666667,0.462666666666667,9.22,25.7,23.902
2025-08-10 09:45:00,26.2666666666667,0.43,9.30333333333333,28.2333333333333,24.4685
2025-08-10 10:00:00,27,0.431666666666667,9.35666666666667,30.3,25.1553333333333
2025-08-10 10:15:00,27.9,0.416333333333333,9.39833333333333,31.9,25.8753333333333
2025-08-10 10:30:00,28.8,0.401,9.44,33.5,26.5031666666667
2025-08-10 10:45:00,29.0666666666667,0.383,9.48,35.5,27.0573333333333
2025-08-10 11:00:00,29.3,0.383,9.52,37.1,27.456
2025-08-10 11:15:00,29.7,0.382333333333333,9.58666666666667,37.9333333333333,28.452
2025-08-10 11:30:00,30.1,0.383666666666667,9.59666666666667,38.9333333333333,29.0326666666667
2025-08-10 11:45:00,30.4333333333333,0.369666666666667,9.60666666666667,39.3666666666667,29.5278333333333
2025-08-10 12:00:00,31.0333333333333,0.354,9.47666666666667,37.7,30.2205
2025-08-10 12:15:00,31.6666666666667,0.339333333333333,9.45666666666667,36.1333333333333,30.7161666666667
2025-08-10 12:30:00,32.0666666666667,0.323666666666667,9.28666666666667,34.5,31.23
2025-08-10 12:45:00,32.7333333333333,0.313666666666667,9.21666666666667,33.2,31.9953333333333
2025-08-10 13:00:00,32.9666666666667,0.314666666666667,9.16,32.3333333333333,32.1215
2025-08-10 13:15:00,33.4,0.302,9.13666666666667,31.7666666666667,33.467
2025-08-10 13:30:00,34.5,0.293,9.13666666666667,31.6,37.048
2025-08-10 13:45:00,34.7666666666667,0.280666666666667,9.17,32.2,38.5013333333333
2025-08-10 14:00:00,35.35,0.2825,9.36,36.7,40.3626666666667
2025-08-10 14:15:00,35.4333333333333,0.275,9.47,39.6333333333333,39.169
2025-08-10 14:30:00,35.6666666666667,0.283666666666667,9.53,41.8,40.2188333333333
2025-08-10 14:45:00,36.2333333333333,0.277666666666667,9.57666666666667,43.3,41.063
2025-08-10 15:00:00,36.9333333333333,0.27,9.6,44.3,41.6966666666667
2025-08-10 15:15:00,37.75,0.267,9.615,44.9,42.4128333333333
2025-08-10 15:30:00,38.0666666666667,0.258333333333333,9.58666666666667,45.4333333333333,42.786
2025-08-10 15:45:00,38.8,0.278,9.595,45.75,43.5013333333333
2025-08-10 16:00:00,38.75,0.2535,9.56,45.65,40.834
2025-08-10 16:15:00,37.3,0.266,9.53,45.1,39.7546666666667
2025-08-10 16:30:00,37.15,0.2815,9.49,44.6,39.4596666666667
2025-08-10 16:45:00,37.7,0.2685,9.465,44.1,40.6724444444444
2025-08-10 17:00:00,37.4,0.252,9.46,43.5,39.7806666666667
2025-08-10 17:15:00,37.45,0.257,9.34,42.55,39.8666666666667
2025-08-10 17:30:00,37.6,0.2665,9.21,39.45,39.8601666666667
2025-08-10 17:45:00,37.4666666666667,0.251333333333333,9.09333333333333,37.3333333333333,39.176
2025-08-10 18:00:00,37.0666666666667,0.285333333333333,9.02,35.9333333333333,39.3106666666667
2025-08-10 18:15:00,37.7666666666667,0.282666666666667,8.98333333333333,34.9333333333333,41.5276666666667
2025-08-10 18:30:00,38.55,0.273,8.945,34.25,34.4573333333333
2025-08-10 18:45:00,38.15,0.291,8.885,33.2,32.4918333333333
2025-08-10 19:00:00,38.6666666666667,0.364333333333333,8.86666666666667,32.7,32.414
2025-08-10 19:15:00,38.2,0.422,8.87,32.6333333333333,29.66
2025-08-10 19:30:00,35.6333333333333,0.393666666666667,8.83333333333333,31.8333333333333,28.143
2025-08-10 19:45:00,32.9,0.461,8.78333333333333,30.7333333333333,25.2788333333333
2025-08-10 20:00:00,29.7333333333333,0.509333333333333,8.75,29.8,22.8778333333333
2025-08-10 20:15:00,26.55,0.573,8.7,28.8,21.4283333333333
2025-08-10 20:30:00,24.1,0.621,8.71,28,20.795
2025-08-10 20:45:00,22.6333333333333,0.641666666666667,8.65333333333333,27.4,21.3333333333333
2025-08-10 21:00:00,22.3,0.6135,8.655,26.9,22.0288888888889
2025-08-10 21:15:00,22.4666666666667,0.548333333333333,8.65333333333333,26.4,22.1177777777778
2025-08-10 21:30:00,22.45,0.5515,8.635,25.9,21.9865
2025-08-10 21:45:00,22.3,0.523,8.62,25.5,21.7141666666667
2025-08-10 22:00:00,22.1,0.524,8.66,25.3,21.1803888888889
2025-08-10 22:15:00,21.7,0.5265,8.655,24.9,20.8455555555556
2025-08-10 22:30:00,21.35,0.527,8.57,24.6,20.7161111111111
2025-08-10 22:45:00,21.1,0.535,8.63,24.3,20.4013888888889
2025-08-10 23:00:00,20.9,0.5315,8.6,24.05,20.3888888888889
2025-08-10 23:15:00,20.8,0.534,8.56,23.8,20.05
2025-08-10 23:30:00,20.4,0.569,8.615,23.45,19.3065
2025-08-10 23:45:00,20.225,0.5815,8.595,23.25,19.6931111111111
2025-08-11 00:00:00,20.05,0.594,8.575,23.05,19.1408333333333
2025-08-11 00:15:00,19.7,0.6055,8.53,22.85,18.848
2025-08-11 00:30:00,19.45,0.619,8.59,22.65,17.764
2025-08-11 00:45:00,18.55,0.6635,8.525,22.35,16.2788333333333
2025-08-11 01:00:00,17.1,0.69,8.53,21.9,15.4088888888889
2025-08-11 01:15:00,16.8,0.682,8.51,21.8,16.0216666666667
2025-08-11 01:30:00,16.55,0.676,8.495,21.4,15.6230555555556
2025-08-11 01:45:00,16.6,0.683,8.45,21.1,16.2522222222222
2025-08-11 02:00:00,16.6,0.682,8.47,21,15.758
2025-08-11 02:15:00,16.5,0.682,8.48,20.9,16.4791666666667
2025-08-11 02:30:00,17.05,0.6675,8.475,20.7,16.647
2025-08-11 02:45:00,17,0.639666666666667,8.48,20.5666666666667,16.5477777777778
2025-08-11 03:00:00,17.05,0.6295,8.46,20.4,16.4702777777778
2025-08-11 03:15:00,16.85,0.6245,8.475,20.35,15.4391666666667
2025-08-11 03:30:00,16.45,0.6105,8.46,20.15,16.1252222222222
2025-08-11 03:45:00,16.55,0.597,8.45,19.95,16.185
2025-08-11 04:00:00,16.4,0.598333333333333,8.42,19.7666666666667,15.5743333333333
2025-08-11 04:15:00,16.1,0.6405,8.42,19.65,15.2758888888889
2025-08-11 04:30:00,15.95,0.6725,8.42,19.5,15.4058333333333
2025-08-11 04:45:00,16.1333333333333,0.659666666666667,8.40333333333333,19.4,16.505
2025-08-11 05:00:00,16.7,0.632,8.39,19.4,16.6833333333333
2025-08-11 05:15:00,17.1666666666667,0.600666666666667,8.42666666666667,19.4,16.7816666666667
2025-08-11 05:30:00,17.0666666666667,0.604,8.39666666666667,19.3333333333333,16.1705555555556
2025-08-11 05:45:00,16.8,0.602,8.41,19.3,15.6513888888889
2025-08-11 06:00:00,16.4,0.632,8.4,19.1,15.5933333333333
2025-08-11 06:15:00,16.3,0.645666666666667,8.38666666666667,19.0666666666667,15.8741666666667
2025-08-11 06:30:00,17.05,0.6365,8.36,19.1,16.29
2025-08-11 06:45:00,18.45,0.6305,8.405,19.25,16.6252777777778
2025-08-11 07:00:00,19.9666666666667,0.638333333333333,8.41666666666667,19.4333333333333,17.035
2025-08-11 07:15:00,22.15,0.591,8.415,19.75,19.053
2025-08-11 07:30:00,24.2416666666667,0.534333333333333,8.44583333333333,20.225,20.0306666666667
2025-08-11 07:45:00,26.3333333333333,0.477666666666667,8.47666666666667,20.7,22.3888888888889
2025-08-11 08:00:00,27.1,0.415666666666667,8.43333333333333,21.3666666666667,24.2947777777778
2025-08-11 08:15:00,27.5,0.4095,8.445,21.9,25.1503333333333
2025-08-11 08:30:00,27.7,0.422,8.49,22.4,25.5033333333333
2025-08-11 08:45:00,28,0.4475,8.47,23.3,25.9808333333333
2025-08-11 09:00:00,28.2333333333333,0.425333333333333,8.49,23.8,26.3693333333333
2025-08-11 09:15:00,28.4666666666667,0.413333333333333,8.53333333333333,24.9666666666667,26.63
2025-08-11 09:30:00,28.95,0.4085,8.635,28.3,27.1733333333333
2025-08-11 09:45:00,29.1666666666667,0.409666666666667,8.71666666666667,30.4,27.4353333333333
2025-08-11 10:00:00,29.5666666666667,0.394333333333333,8.79666666666667,32.4,27.7653333333333
2025-08-11 10:15:00,29.8333333333333,0.389666666666667,8.85333333333333,34.0666666666667,28.1186666666667
2025-08-11 10:30:00,30.5333333333333,0.39,8.90666666666667,35.8,28.9153333333333
2025-08-11 10:45:00,31.3,0.375666666666667,8.95333333333333,37.4333333333333,29.6216666666667
2025-08-11 11:00:00,31.8,0.361333333333333,9.01666666666667,38.9333333333333,30.22
2025-08-11 11:15:00,32.1666666666667,0.336333333333333,9.06666666666667,40.1,30.9053333333333
2025-08-11 11:30:00,32.9333333333333,0.301666666666667,9.09,41.1333333333333,31.7086666666667
2025-08-11 11:45:00,33.5333333333333,0.311333333333333,9.11,41.9,32.1955
2025-08-11 12:00:00,33.95,0.3115,8.99,39.95,32.5626666666667
2025-08-11 12:15:00,34.2,0.292,8.9,38.2,33.0146666666667
2025-08-11 12:30:00,34.55,0.312,8.79,36.75,33.422
2025-08-11 12:45:00,35.0666666666667,0.311333333333333,8.73,35.3333333333333,34.2366666666667
2025-08-11 13:00:00,35.65,0.2915,8.655,34.35,34.3591666666667
2025-08-11 13:15:00,35.5333333333333,0.300666666666667,8.65,33.8333333333333,34.9745
2025-08-11 13:30:00,36,0.279,8.6,33.5,38.8013333333333
2025-08-11 13:45:00,37,0.270666666666667,8.63666666666667,34,41.2153333333333
2025-08-11 14:00:00,36.8,0.2735,8.875,38.35,39.8493333333333
2025-08-11 14:15:00,36.8666666666667,0.265,8.95333333333333,41.2,40.746
2025-08-11 14:30:00,37.5333333333333,0.269333333333333,9.04333333333333,43.5333333333333,41.7501666666667
2025-08-11 14:45:00,37.9,0.26,9.07333333333333,44.75,42.673
2025-08-11 15:00:00,38.2666666666667,0.250666666666667,9.10333333333333,45.9666666666667,43.2138333333333
2025-08-11 15:15:00,38.3,0.269666666666667,9.11666666666667,46.4666666666667,42.8051666666667
2025-08-11 15:30:00,38.7,0.266,9.105,46.9,42.0453333333333
2025-08-11 15:45:00,38.9333333333333,0.25,9.09333333333333,46.8666666666667,43.4326666666667
2025-08-11 16:00:00,39.9,0.240333333333333,9.06666666666667,46.8,43.708
2025-08-11 16:15:00,39.6,0.253,9.05,46.5,42.8968333333333
2025-08-11 16:30:00,39.6,0.2555,9.015,46.25,43.6248333333333
2025-08-11 16:45:00,40.0666666666667,0.248,8.99333333333333,45.7666666666667,42.2713333333333
2025-08-11 17:00:00,40.4,0.2355,8.955,45.1,44.1601666666667
2025-08-11 17:15:00,40.3666666666667,0.249666666666667,8.86666666666667,43.8,44.034
2025-08-11 17:30:00,40.3,0.235666666666667,8.73333333333333,40.9666666666667,43.422
2025-08-11 17:45:00,40.1666666666667,0.253666666666667,8.60333333333333,38.7666666666667,42.992
2025-08-11 18:00:00,39.8333333333333,0.249666666666667,8.55,37.1666666666667,43.25
2025-08-11 18:15:00,39.2333333333333,0.247333333333333,8.50666666666667,36.0333333333333,39.4325
2025-08-11 18:30:00,38.6333333333333,0.260333333333333,8.45666666666667,35.1666666666667,35.3631666666667
2025-08-11 18:45:00,37.4,0.264333333333333,8.42,34.5,34.0593333333333
2025-08-11 19:00:00,36.2,0.278666666666667,8.38,34.0333333333333,33.7953333333333
2025-08-11 19:15:00,35.15,0.287,8.385,33.8,31.594
2025-08-11 19:30:00,33.9,0.309333333333333,8.31333333333333,33.1333333333333,30.2808333333333
2025-08-11 19:45:00,32.4666666666667,0.324,8.29666666666667,32.3,28.5633333333333
2025-08-11 20:00:00,30.6,0.371666666666667,8.24333333333333,31.4333333333333,26.7083333333333
2025-08-11 20:15:00,28.8,0.420333333333333,8.22,30.6,24.6096666666667
2025-08-11 20:30:00,27.1666666666667,0.439666666666667,8.18666666666667,29.7333333333333,24.092
2025-08-11 20:45:00,26.65,0.4275,8.155,29.1,23.7166666666667
2025-08-11 21:00:00,26.4333333333333,0.455666666666667,8.14,28.5333333333333,23.1227777777778
2025-08-11 21:15:00,25.45,0.483,8.115,28.05,22.2016666666667
2025-08-11 21:30:00,25.05,0.517,8.07,27.55,22.0376666666667
2025-08-11 21:45:00,24.25,0.528,8.095,27.2,21.425
2025-08-11 22:00:00,23.7,0.541,8.08,26.9,21.7633333333333
2025-08-11 22:15:00,23.45,0.5565,8.0725,26.6,21.6483333333333
2025-08-11 22:30:00,23.2,0.572,8.065,26.3,20.8822222222222
2025-08-11 22:45:00,22.1,0.605,8.01,25.9,20.4851111111111
2025-08-11 23:00:00,21.7,0.6095,8.015,25.7,20.1255555555556
2025-08-11 23:15:00,21.3,0.614,8.02,25.5,19.7286666666667
2025-08-11 23:30:00,20.7333333333333,0.632666666666667,8.01,25.1,19.5091111111111
2025-08-11 23:45:00,20.65,0.6265,7.985,24.75,19.8216666666667
2025-08-12 00:00:00,20.8,0.592,8.02,24.6,22.4836111111111
2025-08-12 00:15:00,27.1333333333333,0.334666666666667,8,24.9,26.28
2025-08-12 00:30:00,27.9,0.384666666666667,7.99,25.1,24.8552777777778
2025-08-12 00:45:00,27.45,0.342333333333333,7.9925,25.025,23.4382222222222
2025-08-12 01:00:00,27,0.3,7.995,24.95,27.487
2025-08-12 01:15:00,29.0666666666667,0.251,7.99333333333333,25.5666666666667,28.06
2025-08-12 01:30:00,29.1666666666667,0.253,7.98333333333333,25.8333333333333,27.7963888888889
2025-08-12 01:45:00,29.2,0.256,7.99,26,27.6238888888889
2025-08-12 02:00:00,29,0.258,7.95,26,27.5644444444445
2025-08-12 02:15:00,28.3,0.293333333333333,7.97666666666667,25.8666666666667,25.6911111111111
2025-08-12 02:30:00,26.05,0.336,7.985,25.3,23.6658333333333
2025-08-12 02:45:00,24.575,0.378,7.9375,24.75,22.07
2025-08-12 03:00:00,23.1,0.42,7.89,24.2,20.5682222222222
2025-08-12 03:15:00,23.1,0.389666666666667,7.90666666666667,23.8333333333333,22.1638888888889
2025-08-12 03:30:00,26.1,0.313,7.88666666666667,23.9666666666667,25.6916666666667
2025-08-12 03:45:00,28.4,0.3,7.93,24.5,26.6705555555556
2025-08-12 04:00:00,27.95,0.299,7.925,24.55,25.4038888888889
2025-08-12 04:15:00,26.7,0.325,7.895,24.35,24.6055555555555
2025-08-12 04:30:00,25.5,0.37,7.89,24.0666666666667,21.9402777777778
2025-08-12 04:45:00,23.8,0.432,7.89,23.7,19.7943333333333
2025-08-12 05:00:00,20.2,0.572,7.82,22.9,17.7383333333333
2025-08-12 05:15:00,19.45,0.59,7.805,22.6,16.5088888888889
2025-08-12 05:30:00,18.1,0.634,7.8,22.25,16.697
2025-08-12 05:45:00,17.6,0.653,7.83,21.8,16.7062222222222
2025-08-12 06:00:00,17.7,0.664,7.81,21.6,16.7616666666667
2025-08-12 06:15:00,17.7,0.673,7.77,21.6,16.4744444444444
2025-08-12 06:30:00,18.05,0.6815,7.815,21.5,16.9011111111111
2025-08-12 06:45:00,19.9,0.647,7.785,21.55,18.0553333333333
2025-08-12 07:00:00,21.8,0.6015,7.81,21.7,18.9469444444444
2025-08-12 07:15:00,23.65,0.554,8.3225,21.875,20.3275
2025-08-12 07:30:00,25.5,0.5065,8.835,22.05,21.7030555555556
2025-08-12 07:45:00,27,0.4805,9.685,22.35,23.0008333333333
2025-08-12 08:00:00,27.1,0.486,12.31,22.5,23.9505555555556
2025-08-12 08:15:00,28.1,0.466,14.25,22.6,24.7925
2025-08-12 08:30:00,28.4833333333333,0.4605,14.7116666666667,22.8166666666667,25.2336666666667
2025-08-12 08:45:00,28.8666666666667,0.455,15.1733333333333,23.0333333333333,25.946
2025-08-12 09:00:00,29.8,0.435,15.35,23.1,26.3791666666667
2025-08-12 09:15:00,29.7,0.428333333333333,15.4733333333333,24.2666666666667,26.8508333333333
2025-08-12 09:30:00,29.6,0.421666666666667,15.5966666666667,25.4333333333333,27.5596666666667
2025-08-12 09:45:00,30.6333333333333,0.412666666666667,15.6233333333333,27.1666666666667,28.1743333333333
2025-08-12 10:00:00,30.85,0.3885,15.565,28.15,28.4468333333333
2025-08-12 10:15:00,30.7666666666667,0.369666666666667,15.5733333333333,29.1666666666667,28.9635
2025-08-12 10:30:00,31.2666666666667,0.358,15.5733333333333,30.1,29.6673333333333
2025-08-12 10:45:00,31.9,0.325,15.6,31.3,30.1593333333333
2025-08-12 11:00:00,32.4666666666667,0.331666666666667,15.54,32.1,30.8926666666667
2025-08-12 11:15:00,33.1666666666667,0.327666666666667,15.53,33.2,31.1881666666667
2025-08-12 11:30:00,33.5666666666667,0.309666666666667,15.4966666666667,33.9666666666667,31.744
2025-08-12 11:45:00,33.8,0.306,15.42,34.3,32.2006666666667
2025-08-12 12:00:00,33.9666666666667,0.298666666666667,15.1866666666667,33.1333333333333,32.538
2025-08-12 12:15:00,34,0.336,15.04,31.6,33.0773333333333
2025-08-12 12:30:00,34.8,0.2945,14.89,30.5,34.3273333333333
